"property_id","price"
"15c4aef8401208054697b81e",667706106.609044
"79e643789a85dc4ffad49a25",591631486.246808
"8c801a266256e3fbabe7e3d2",500745685.980061
"db924733e88c361cdfab874a",737292292.574021
"8fa9b20af1508af7a01e2267",622714908.689342
"9047c4764f2c6b1a10b87e99",674813420.285781
"43e59f5312e304fc21c1e052",580269000.633627
"82a7920524816f3db7f5a4ca",827617126.587714
"fc6616c62030a53d2aa46b12",503196674.16
"1fae43a9450fae02919962b9",577892329.320141
"b8cca0d70fb46f3a31473e98",699511283.780016
"ae58dee872922a9c678dbfcc",1026422416.85006
"a587c7419568288d68c46feb",874497993.990411
"4002635ca8b087877ad22d5b",1028257897.21201
"93ca9e75cbeaceee69b4f0e4",737292292.574021
"36ab522893b5f01caea4cd0d",622714908.689342
"9855712ed7be7e865656de13",676042795.908328
"947ba86487536d611f548142",1028257897.21201
"d52cd6eee468311666218625",512062431.965011
"ea4a797b3d73d1b2cba9d651",566778641.975612
"ecd1e3003c5d74a3c7cbdb11",644149874.427909
"561cf254aba002fdef8258ff",666183762.011363
"98799228c26c9e4899bed65e",902948877.551421
"03025756be203027ab75aaae",532672098.291261
"2d4bd56e71f90e6fb387a2b4",1015060817.04538
"7549cbd5c8003204c85ce1a5",547407406.122134
"eb3356f3856526dc140be7f4",502939894.119454
"ed5559fbfaba86299e87ed89",807513891.462566
"b4ffd0a2cdcadfb962578199",855446374.533681
"80b6c823bad5b4c0fff46657",608473638.706649
"9850d970fe9fd9bae89f09ad",789008715.986444
"f2c87b07466aad7328b7e0b0",566062717.351881
"9f9f2548425519863e2cd6b6",540341334.035444
"36aa7d0cbfe40adf3c86a134",613171541.779749
"e6bda9370c80a5f7e5cb6b07",585172996.326165
"e6717956eeaadb3e95840256",674813420.285781
"d9eaec557a7a6674565db1ac",745640834.065074
"b86cad78da7bf06b5ac39f99",850270673.669567
"b42734770dacb7e580a6d742",547407406.122134
"75e0fa8e5c83c49d3a0dea48",700735811.397851
"b239bdcbfae846bf74791728",542400475.692409
"d5abd56b5a8ab8c2f61a07f3",513770024.427517
"30677852542c78698083d4f3",674813420.285781
"15f02dd18da12f4d7b0ac2ab",510311669.757451
"bcbe8ed608f233d5ed7362c1",523788411.514673
"e07bc486c6f5541e4788f83b",512062431.965011
"941392f9a135909273422dec",549069807.012803
"e07d8e9e38e309958288a516",550763224.942701
"e14328c988a27176e9fc63af",789447904.226963
"07481a101afc1d5db45245df",621855848.616435
"5ab0b8b0d6d93c4654b5cc14",540850486.611911
"751ba0c00d4fae1078c02fb9",546644312.405112
"41f33deb9990562def18c917",775874381.94118
"24fadbd1dec637edb728baa3",567908479.759768
"22e00f8057294350ddf4d42a",610535978.849625
"f58528d3ddce3bc6c71bfce9",515910720.834012
"b46625b69fba1afc154471e0",846086160.835198
"5cc0700421954934cd8dc445",625845793.979445
"5c535b7d92e34c0fe4b66891",632529455.83361
"47b5804ba1a998c3e7544092",602059304.020322
"573ea1962372999346590c0f",671221564.119672
"55163359d7cd910861059389",683937686.423239
"df35908d6ae2847dfc73cf9f",1028257897.21201
"c4e8559ee733a551649a5dcf",699088589.308285
"9d6288cfead77d622f5f5b95",862869859.152186
"291ff191bb029742387a72a3",755507259.6647
"d41d07d1aa700278cb81ff30",624376928.489846
"a92ae34df90cbf8af7695ed0",565574348.12197
"fa3017d74586eb4c3b5b7db9",737292292.574021
"400a103762ad652e81c8d3c6",606834395.930944
"beb73d27906bea7a7d880791",671221564.119672
"c89167e42af0d42c88e8573a",576560757.558869
"6c8e27967ec63e6dec4bd6ac",683937686.423239
"8544bc14286a51e60ffee7b0",1028257897.21201
"8b36b7364e4a4c80a6e50bed",549069807.012803
"e93a9b257ecd815c860d0b82",512998726.896068
"95570bee1792641c7c12e4ef",618114040.118067
"445fa7f5e8e9d7f12e8991d4",544539599.975354
"dc544c90e6ee38346a6002bd",526173042.598283
"5ad6f4091b77715b7f74587c",736674042.90017
"4bf89c9e50c5417ed669c481",705498703.572787
"442c6bda79f63bae28674b1e",634271891.479444
"f92935374a7ef86314223c5b",646810076.169825
"03ad99f1799f2a20c8cc0a50",635119469.167918
"66a45b0aaf5f696d35f5cebb",685481981.14049
"0152ffa8757aaaf417e9f997",869740374.287075
"fd0f6c0b5234ec1f6c7d1fd8",671191871.104753
"9df90c0644948ea5539939eb",510431741.280754
"a1320186028a726935bc1cc5",608464200.978353
"326a82671272d893ce699476",503318081.412338
"85956152686438c48c52e018",692968491.609704
"6123a0dd128e45216f832e3d",690879302.152447
"66bc6e56bcac9bfc4a7341d8",737292292.574021
"7dabee85f750266dce02399e",622714908.689342
"5d86b884df3627d93f206952",683937686.423239
"e7439820086f8d1cb13d7c9b",644730500.47347
"b13fce1462ed87e57ddec917",616782120.444769
"d1526bc5e5446680841a9cd7",550763224.942701
"a96cb9d988f5dc99bf5df4ea",550763224.942701
"760125efabf13246774a9f16",603555125.054627
"2e797c8302fb7ada13ef2d4c",777644445.020062
"3882da646752a82db088c614",545672212.957405
"8b716c3dca89b7caa7db1aad",540850486.611911
"5e931fda1e62fe41ff0f2ba2",613944771.918653
"170a69c11cf4f855ed015bed",844762706.224174
"939ce1536f15c0e6bf203dd4",603673240.724389
"d9028df78f9b14a720dbaa8c",603673240.724389
"550157aa4dae5fafc5d795b4",593205926.768403
"c26990b034ee83450a4517b1",591465820.718167
"22a43024821ad081e654c5be",797357861.201267
"55e307c88e2a943acd64a9a5",707428776.338969
"5102f4786cc032e24781c7ab",572520626.976913
"f53efb47de2bca5912ad7517",814649833.602213
"a40861d6573e4539ee3c23e5",752647953.894903
"6251cda3676ecbdb6555c526",646238715.184895
"58f02c785ee9a506e899b967",676182915.212031
"68cda50b602acb4efeb275a7",690338492.162335
"f5b9cbae30356fb3a1d005c6",675934371.37931
"c57e1c323ddeaa7475e5189e",768212784.724708
"84856812b63dfd9630fa49e7",786235199.752469
"40a53a3f3d49f7905966295f",552550817.783388
"63613a9290bcd9e1bcf2786c",978516662.548812
"a541b35c62878dc2c425235d",683937686.423239
"2112e589911b979db6e05a6c",693348954.899287
"55ae7bc854658aa5fa49d368",706591589.303298
"bb2dedf6198be0f3ce2c4ffb",613944771.918653
"d353be29e7ed2c35b920f7c3",817655297.856301
"3dbb09358256bae5199e1318",595479648.039447
"b288c52e4d0fab9f579122a0",882308248.473674
"0bc16b384acd3f8263e386de",591967678.914101
"0fa87864632b7bbbd161f879",685481981.14049
"7bd9cefba3f5dab498ef926c",1015060817.04538
"fe4a6d7d7ed28b85c5816fa2",850270673.669567
"7ba618fdb1fe8694eaecb64f",613944771.918653
"c33613eff66948d1bb8ea3bc",882308248.473674
"a642351076b7706a733dc52f",745640834.065074
"9f27627b9e439fce085cb01c",540850486.611911
"a4a4a57cf20ad739291aafcb",512352824.766385
"7e3937cfe43dc906983fd321",580269000.633627
"e82508e88e3f62fc8e67dc16",631800746.790848
"adeadac88e573824f08efa21",586395054.94168
"940dd8311f2b49d4ec212fde",621891883.579034
"c0706c78d5d98202dc24e46b",559001124.567795
"caec584b5b6998684bbc6a70",550119924.147457
"55d4b530b881abfce2d03e56",730456928.780294
"405bc08707001684d19f6edd",546763912.588747
"5e9e9339fe1c3a06470cf7c6",548948761.140947
"c49644baf8dc51d3f76d7e7c",803353353.046214
"2fa288389b3031d595973793",620825809.375621
"404364fe956884368e2f8300",821237731.617732
"767ae7de1818d645a33749e2",803862004.94266
"5644b84ee2edcf7267b2189c",514474413.115267
"c80f897787541816ad63bc17",773688678.791055
"35b03ab66c19ba2049ddb9a4",532545921.288418
"34926bd7f9880e277e75a447",634325836.715478
"ecaa5e38ff6cddc14942eb7a",952945928.9336
"d2eeec3fb1ee4d686758534e",554078105.832703
"bd6b68abb113370c35786557",747961432.597708
"be8fbefb8e06fe169237d4bd",496866022.348253
"dda7a886135a1fd8106d04b8",797357861.201267
"cd17bb739ac79f80d6f651a8",880685210.329937
"31a73382ae20331521bf2e6f",546763912.588747
"9a51784f33b0cdfce8312163",513317956.827096
"8ae869c5033c248f881ac313",601092997.491068
"49a0715897795017ee0de843",503941407.199788
"e570a5157e02d440a78ca008",516888787.315489
"4570a3ca0571c70657b4a1c6",502508738.863572
"de32ca7785b71dbcc76a50a1",534890052.631409
"b9809baae395914981a9296f",512567616.784062
"fa56058283c975be76d7c990",544325295.441395
"7b32938ebf0b1b167a3d2d20",511773904.155541
"47e6a61fd652a3dd37556ddf",622792218.978918
"6a42271a0b03bf9a856d1acf",526949033.701023
"558d9e4b57fbe6c7e0a09a95",856985129.196437
"91a73bedc30e0c2acd95d6eb",598913101.609636
"f8189811dc639d760937df95",675264479.237744
"784822ba0060eac9358cce22",559065691.882057
"13c51ea93d19df6c273a1502",519414777.70323
"176e00102fb65cba56279287",551113706.538016
"52e5904902e4d75ad87afde7",551793100.137587
"728ce22c8db9bd0abe3f20a8",531638991.394798
"e8bf121ec117e383c843bc51",1015060817.04538
"0587e7e1f03af8ea6c46290e",540003390.799189
"d994f3919c3c8fe0ebd538ad",736725581.560445
"9d9564415e52518c2817f66f",518960002.652235
"9362189c5d784741c9b0f8e7",745640834.065074
"b81801f02a73feb1db7f5e83",715127153.730753
