"property_id","price"
"15c4aef8401208054697b81e",604196479.10009
"79e643789a85dc4ffad49a25",557792361.075645
"8c801a266256e3fbabe7e3d2",502426354.093373
"db924733e88c361cdfab874a",717996019.991505
"8fa9b20af1508af7a01e2267",546332760.796027
"9047c4764f2c6b1a10b87e99",563463409.868575
"43e59f5312e304fc21c1e052",548844292.419063
"82a7920524816f3db7f5a4ca",828150607.626429
"fc6616c62030a53d2aa46b12",499489502.519463
"1fae43a9450fae02919962b9",521965496.60292
"b8cca0d70fb46f3a31473e98",703639122.415195
"ae58dee872922a9c678dbfcc",979523064.94087
"a587c7419568288d68c46feb",878325025.245444
"4002635ca8b087877ad22d5b",948332563.866747
"93ca9e75cbeaceee69b4f0e4",717996019.991505
"36ab522893b5f01caea4cd0d",546332760.796027
"9855712ed7be7e865656de13",607938437.693647
"947ba86487536d611f548142",948332563.866747
"d52cd6eee468311666218625",512277124.079738
"ea4a797b3d73d1b2cba9d651",501201722.64548
"ecd1e3003c5d74a3c7cbdb11",547746860.793856
"561cf254aba002fdef8258ff",609298692.06314
"98799228c26c9e4899bed65e",868773261.452658
"03025756be203027ab75aaae",491769188.135448
"2d4bd56e71f90e6fb387a2b4",1046131679.47681
"7549cbd5c8003204c85ce1a5",507186984.262204
"eb3356f3856526dc140be7f4",479672386.905389
"ed5559fbfaba86299e87ed89",824508278.367915
"b4ffd0a2cdcadfb962578199",864102376.940682
"80b6c823bad5b4c0fff46657",534944968.025105
"9850d970fe9fd9bae89f09ad",786094832.721594
"f2c87b07466aad7328b7e0b0",495232002.419781
"9f9f2548425519863e2cd6b6",478028920.341262
"36aa7d0cbfe40adf3c86a134",529678272.915142
"e6bda9370c80a5f7e5cb6b07",512446802.700584
"e6717956eeaadb3e95840256",563463409.868575
"d9eaec557a7a6674565db1ac",668000482.399231
"b86cad78da7bf06b5ac39f99",777286319.084928
"b42734770dacb7e580a6d742",507186984.262204
"75e0fa8e5c83c49d3a0dea48",662699911.321395
"b239bdcbfae846bf74791728",517046105.077798
"d5abd56b5a8ab8c2f61a07f3",510155052.801094
"30677852542c78698083d4f3",563463409.868575
"15f02dd18da12f4d7b0ac2ab",506027384.54395
"bcbe8ed608f233d5ed7362c1",518898251.64595
"e07bc486c6f5541e4788f83b",512277124.079738
"941392f9a135909273422dec",487575147.65433
"e07d8e9e38e309958288a516",523443059.118936
"e14328c988a27176e9fc63af",780304496.229352
"07481a101afc1d5db45245df",551061103.510954
"5ab0b8b0d6d93c4654b5cc14",535374284.665945
"751ba0c00d4fae1078c02fb9",529549487.300802
"41f33deb9990562def18c917",773619571.093573
"24fadbd1dec637edb728baa3",540229780.025046
"22e00f8057294350ddf4d42a",656480141.806957
"f58528d3ddce3bc6c71bfce9",466038823.341584
"b46625b69fba1afc154471e0",795928429.369577
"5cc0700421954934cd8dc445",585565780.218778
"5c535b7d92e34c0fe4b66891",573211516.304828
"47b5804ba1a998c3e7544092",543457345.916692
"573ea1962372999346590c0f",631839570.349688
"55163359d7cd910861059389",604809576.578063
"df35908d6ae2847dfc73cf9f",948332563.866747
"c4e8559ee733a551649a5dcf",682761737.078759
"9d6288cfead77d622f5f5b95",882300902.317482
"291ff191bb029742387a72a3",727816629.302832
"d41d07d1aa700278cb81ff30",565306836.215507
"a92ae34df90cbf8af7695ed0",533747686.40924
"fa3017d74586eb4c3b5b7db9",717996019.991505
"400a103762ad652e81c8d3c6",549337062.816656
"beb73d27906bea7a7d880791",631839570.349688
"c89167e42af0d42c88e8573a",521060929.126921
"6c8e27967ec63e6dec4bd6ac",604809576.578063
"8544bc14286a51e60ffee7b0",948332563.866747
"8b36b7364e4a4c80a6e50bed",487575147.65433
"e93a9b257ecd815c860d0b82",472194376.403054
"95570bee1792641c7c12e4ef",548341294.049689
"445fa7f5e8e9d7f12e8991d4",514143875.095022
"dc544c90e6ee38346a6002bd",528307314.233352
"5ad6f4091b77715b7f74587c",744304219.698597
"4bf89c9e50c5417ed669c481",718677900.462254
"442c6bda79f63bae28674b1e",646340631.45015
"f92935374a7ef86314223c5b",591073504.045812
"03ad99f1799f2a20c8cc0a50",616730474.862349
"66a45b0aaf5f696d35f5cebb",657747605.468234
"0152ffa8757aaaf417e9f997",901722010.27927
"fd0f6c0b5234ec1f6c7d1fd8",658261129.479722
"9df90c0644948ea5539939eb",476241630.532244
"a1320186028a726935bc1cc5",583561379.915289
"326a82671272d893ce699476",501434764.613818
"85956152686438c48c52e018",649412808.658051
"6123a0dd128e45216f832e3d",651649404.185595
"66bc6e56bcac9bfc4a7341d8",717996019.991505
"7dabee85f750266dce02399e",546332760.796027
"5d86b884df3627d93f206952",604809576.578063
"e7439820086f8d1cb13d7c9b",634773379.547082
"b13fce1462ed87e57ddec917",589716457.282429
"d1526bc5e5446680841a9cd7",523443059.118936
"a96cb9d988f5dc99bf5df4ea",523443059.118936
"760125efabf13246774a9f16",539330792.074111
"2e797c8302fb7ada13ef2d4c",761698064.94073
"3882da646752a82db088c614",515493649.576863
"8b716c3dca89b7caa7db1aad",535374284.665945
"5e931fda1e62fe41ff0f2ba2",574424010.237741
"170a69c11cf4f855ed015bed",805421153.06595
"939ce1536f15c0e6bf203dd4",572130226.279366
"d9028df78f9b14a720dbaa8c",572130226.279366
"550157aa4dae5fafc5d795b4",564802981.952516
"c26990b034ee83450a4517b1",571834997.949374
"22a43024821ad081e654c5be",744311635.945315
"55e307c88e2a943acd64a9a5",642991454.624543
"5102f4786cc032e24781c7ab",515318748.266208
"f53efb47de2bca5912ad7517",762105371.441192
"a40861d6573e4539ee3c23e5",776907904.431604
"6251cda3676ecbdb6555c526",567915143.017415
"58f02c785ee9a506e899b967",605410940.041505
"68cda50b602acb4efeb275a7",663887484.606105
"f5b9cbae30356fb3a1d005c6",708429292.351278
"c57e1c323ddeaa7475e5189e",745191349.433679
"84856812b63dfd9630fa49e7",797988362.497118
"40a53a3f3d49f7905966295f",532097376.721263
"63613a9290bcd9e1bcf2786c",957706408.814702
"a541b35c62878dc2c425235d",604809576.578063
"2112e589911b979db6e05a6c",663631558.731351
"55ae7bc854658aa5fa49d368",717196300.065425
"bb2dedf6198be0f3ce2c4ffb",574424010.237741
"d353be29e7ed2c35b920f7c3",757901793.701546
"3dbb09358256bae5199e1318",555233499.251481
"b288c52e4d0fab9f579122a0",901635729.008088
"0bc16b384acd3f8263e386de",520305187.238263
"0fa87864632b7bbbd161f879",657747605.468234
"7bd9cefba3f5dab498ef926c",1046131679.47681
"fe4a6d7d7ed28b85c5816fa2",777286319.084928
"7ba618fdb1fe8694eaecb64f",574424010.237741
"c33613eff66948d1bb8ea3bc",901635729.008088
"a642351076b7706a733dc52f",668000482.399231
"9f27627b9e439fce085cb01c",535374284.665945
"a4a4a57cf20ad739291aafcb",472241742.782501
"7e3937cfe43dc906983fd321",548844292.419063
"e82508e88e3f62fc8e67dc16",636974945.098085
"adeadac88e573824f08efa21",551420845.167934
"940dd8311f2b49d4ec212fde",532273543.393469
"c0706c78d5d98202dc24e46b",526822720.260178
"caec584b5b6998684bbc6a70",523473401.707402
"55d4b530b881abfce2d03e56",748598720.042605
"405bc08707001684d19f6edd",529896729.669644
"5e9e9339fe1c3a06470cf7c6",534740867.21375
"c49644baf8dc51d3f76d7e7c",792533775.12861
"2fa288389b3031d595973793",563993365.848673
"404364fe956884368e2f8300",867032495.413562
"767ae7de1818d645a33749e2",778175299.202999
"5644b84ee2edcf7267b2189c",517041771.417157
"c80f897787541816ad63bc17",782813431.22173
"35b03ab66c19ba2049ddb9a4",510456966.519153
"34926bd7f9880e277e75a447",628698281.75293
"ecaa5e38ff6cddc14942eb7a",914734084.957036
"d2eeec3fb1ee4d686758534e",557645741.148903
"bd6b68abb113370c35786557",590006696.916113
"be8fbefb8e06fe169237d4bd",520972109.567815
"dda7a886135a1fd8106d04b8",744311635.945315
"cd17bb739ac79f80d6f651a8",828828368.428717
"31a73382ae20331521bf2e6f",529896729.669644
"9a51784f33b0cdfce8312163",470164755.043246
"8ae869c5033c248f881ac313",553477092.993878
"49a0715897795017ee0de843",484384456.24429
"e570a5157e02d440a78ca008",515454967.434323
"4570a3ca0571c70657b4a1c6",493757756.480086
"de32ca7785b71dbcc76a50a1",540221860.193871
"b9809baae395914981a9296f",506214060.07926
"fa56058283c975be76d7c990",533644026.880313
"7b32938ebf0b1b167a3d2d20",508099433.546848
"47e6a61fd652a3dd37556ddf",552232852.200619
"6a42271a0b03bf9a856d1acf",508379110.314398
"558d9e4b57fbe6c7e0a09a95",842110012.625492
"91a73bedc30e0c2acd95d6eb",528138996.834542
"f8189811dc639d760937df95",652421550.793366
"784822ba0060eac9358cce22",522888115.646892
"13c51ea93d19df6c273a1502",541008459.998126
"176e00102fb65cba56279287",507009904.823972
"52e5904902e4d75ad87afde7",547398738.321073
"728ce22c8db9bd0abe3f20a8",519363347.858327
"e8bf121ec117e383c843bc51",1046131679.47681
"0587e7e1f03af8ea6c46290e",519351422.531333
"d994f3919c3c8fe0ebd538ad",676805157.967563
"9d9564415e52518c2817f66f",510078782.240464
"9362189c5d784741c9b0f8e7",668000482.399231
"b81801f02a73feb1db7f5e83",604458371.935742
"7ff8b0b5ab4fd12f3be399ce",901635729.008088
"d5c8073e3ceefbfbb547eee3",520305187.238263
"e2dcb036931bf4b2aa030036",527593518.851975
"7f2e9d302a6ed1770db9f7cf",529896729.669644
"e9b054016b281140d2566d88",788230073.987694
"764f506bb2aa1ac4de918a71",607212514.179546
"9fcdcb2be94744d00e734a3a",757834216.781171
"b8d06f4ce0d6e71ba0fddc26",654872591.002675
"f0ebddf2bd5aac661e4945ce",557902785.899526
"9c20784acde0823e9479be2f",796278929.546372
"b1ecdceb6ac00b6b047c241b",714808137.125464
"fd19e1b2e61f5efde879f6dd",520305187.238263
"7b81996f3abd287b50adf8da",510984047.223138
"de6010c57fe78d975be38c2b",642715718.600185
"9a76cc7c650230c670e703e7",484409030.409723
"9b0833992397c6e50b54715f",622938835.418113
"6f192e6a537c1509521e1e8a",640549989.763664
"d1668e2d35a939ed126a3f8e",762105371.441192
"a17807447696896bb61ef8ab",692430129.434736
"6689af92cae5d7c9c3e2f215",579640548.301818
"ec03a01c961659f2cfd9c973",513504887.960121
"6a112af84d5a81f3d16dfc32",548463545.091947
"196ac46f656726bcb8087ba9",554719184.494653
"fda25a0b6b9f62f92e3ea6b8",472739272.733059
"dcafab7adc7b763bb934496b",525994685.553747
"a6a07d35b3834bc6f81beb6d",575196126.687758
"10ce9c7a0a58aad19778e5f2",548463545.091947
"50cb49d65d04a5d166f96e3c",548311054.963434
"06c1673c4a7444e7aa80abb7",634739105.634737
"53881f29c7a6bef0ab537466",559572111.967415
"2b028932adc74c961170a4ce",492995139.380457
"f3a1bbe01d265470a2d7332a",574671147.986259
"b42d5b5b38686929eadd56d9",515214880.475293
"bafc63f23f097c24d36c76fd",500964774.409541
"f164514211012e3a1686b148",559787875.156557
"82b90288bffe8c1c0b5a1259",505546886.041519
"2fe64bad1bc8a43fedfe0700",525155034.32098
"da5b958667b31f4f9a1d84a9",549733523.225116
"b3bc9a04a3ebc1b911326735",683223517.43109
"9ff3acb07666d53f00d1f1db",474775968.669782
"13a44ce5066ce00846b59ae3",675493906.279223
"bb45c98dbab56e5abe20ac0d",696897720.416028
"f88bade1cb7ee0fa643f31ad",494523803.567364
"e9ab6916a79b4d5182d33bf5",636880438.595717
"144162ecfcba71bf09048dae",483013285.125796
"19466034c2ce19c24a179fe6",495932219.618253
"3787f6da3e961c0e10d30e6d",482459662.084702
"908330b0d2651093c0bb6719",574932306.249192
"66b7baef9c6c3c7ad24636e1",542987252.600472
"69cb0f3d422c2c78373c2e0c",595071116.919845
"1e866483995b30ec7f79d9e8",579303982.446732
"866f2a55f42cf30c4105631b",579303982.446732
"fede7e1a7a6f23338af6f40e",482077668.373851
"7447156f2967391975d335f0",495932219.618253
"08451af5a81fd6a63c4012cd",519196234.454109
"f63608198bfcc858abe1ab0a",678366077.566608
"e9a0dff7ae48bd3fa2ecfcfc",506670321.327494
"cc97f62e2fb9d3e31ef1c00f",497591165.077555
"ed40f198ace8a4405cce7a1a",828150607.626429
"bf17b59bf2ac2d06894bd786",601032473.743776
"7f9bdd2157f6c3d488c77ddf",743386411.074474
"9350225547486ad75c0b5ab3",523873104.3575
"d1166776fca47427c77fa8e1",586331703.812983
"f719b387fac4f688b57dc646",766167470.091554
"6ce8991a39ec7b9883f85000",718171363.522172
"353743db4334fee80ac08d0b",651179132.654727
"372a3934e8179422b5cf5729",742026528.019566
"81516aa72c98ded9223db098",543513591.247582
"9e80db4c35139bbb18775644",576830144.958673
"12ed2c22a923c840ef616a3c",691415444.388897
"7bc57b136bcec053cbd073f3",585572886.188175
"331c515e7f0dbb4460810999",518395773.05633
"cb778195c5d61a7c4185424c",675522059.298271
"9297c340db8a74e10dbba148",529896729.669644
"bda914dbacd42b2b7c6c5179",616688089.406122
"060451a9e3e0416ff41d253d",552232852.200619
"43059ceabe98412315566838",923143364.506732
"788c49c17df556bce0abf6ce",552815174.458275
"8ec8cac469f2448654312aaf",807743458.661902
"60b5b0aa0c1319557cd0cc85",671310740.961998
"72a66bc6d15390eb05a5c688",803102680.537651
"013e2a07f94a99323b64d370",651649404.185595
"4a5405b1e181f5b10fec35a6",517041771.417157
"aff22625564f00844ea2610b",519351422.531333
"b40addfc0da42b0e530503f0",523473401.707402
"1376106ebc19c929df27bb62",782813431.22173
"f591597c9a1ddd9852eb3cfd",651649404.185595
"d56159653f5d2abc5ed5acd7",526891449.497163
"45550aa81c0151f1fd9fd8fe",603019407.783675
"735deef3382aa15930482f3e",562941099.302801
"0dd49fa8bb7be52b851c6dc9",569294508.670141
"7d3220a91e78f8bc2924d1cd",620047469.598402
"d3054072b2175deec2c1f8dc",396670940.230381
"b7574b06d593fca4eac59815",395410065.019151
"79e822115c5c1a4531366001",495501815.733844
"d3ed5316a463d38c1bd321d0",605797254.140019
"2f1880c9b8f7ac2715e1236d",585129547.950361
"dcca1c7f109175760ff531c6",558333215.355813
