"property_id","Precio_Pred_ols"
"15c4aef8401208054697b81e",968749678.561917
"79e643789a85dc4ffad49a25",743136842.526614
"8c801a266256e3fbabe7e3d2",600180502.914339
"db924733e88c361cdfab874a",911462210.050529
"8fa9b20af1508af7a01e2267",623320237.584876
"9047c4764f2c6b1a10b87e99",700328153.17754
"43e59f5312e304fc21c1e052",680111388.539806
"82a7920524816f3db7f5a4ca",624872524.195707
"fc6616c62030a53d2aa46b12",588805097.246731
"1fae43a9450fae02919962b9",650216919.852519
"b8cca0d70fb46f3a31473e98",638528846.093402
"ae58dee872922a9c678dbfcc",1050917903.29881
"a587c7419568288d68c46feb",789242460.790956
"4002635ca8b087877ad22d5b",1099803885.77209
"93ca9e75cbeaceee69b4f0e4",911462210.050529
"36ab522893b5f01caea4cd0d",623320237.584876
"9855712ed7be7e865656de13",821756534.578326
"947ba86487536d611f548142",1099803885.77209
"d52cd6eee468311666218625",653192368.463392
"ea4a797b3d73d1b2cba9d651",552541627.389444
"ecd1e3003c5d74a3c7cbdb11",522616719.391264
"561cf254aba002fdef8258ff",635389658.109119
"98799228c26c9e4899bed65e",1135235959.45826
"03025756be203027ab75aaae",537558817.263903
"2d4bd56e71f90e6fb387a2b4",1035453604.81573
"7549cbd5c8003204c85ce1a5",523262434.905775
"eb3356f3856526dc140be7f4",509017043.587909
"ed5559fbfaba86299e87ed89",817258295.422154
"b4ffd0a2cdcadfb962578199",922151077.714966
"80b6c823bad5b4c0fff46657",683847034.847993
"9850d970fe9fd9bae89f09ad",645284576.807554
"f2c87b07466aad7328b7e0b0",652129058.788491
"9f9f2548425519863e2cd6b6",481035968.424478
"36aa7d0cbfe40adf3c86a134",620680711.707902
"e6bda9370c80a5f7e5cb6b07",600691762.300645
"e6717956eeaadb3e95840256",700328153.17754
"d9eaec557a7a6674565db1ac",922864038.121811
"b86cad78da7bf06b5ac39f99",715301070.701587
"b42734770dacb7e580a6d742",523262434.905775
"75e0fa8e5c83c49d3a0dea48",846653216.481536
"b239bdcbfae846bf74791728",570340548.227976
"d5abd56b5a8ab8c2f61a07f3",563051768.377303
"30677852542c78698083d4f3",700328153.17754
"15f02dd18da12f4d7b0ac2ab",401294513.442864
"bcbe8ed608f233d5ed7362c1",650696059.925755
"e07bc486c6f5541e4788f83b",653192368.463392
"941392f9a135909273422dec",589525413.948842
"e07d8e9e38e309958288a516",663096506.508098
"e14328c988a27176e9fc63af",917928850.80772
"07481a101afc1d5db45245df",707251980.037768
"5ab0b8b0d6d93c4654b5cc14",436084689.751192
"751ba0c00d4fae1078c02fb9",441465434.908472
"41f33deb9990562def18c917",753757802.782544
"24fadbd1dec637edb728baa3",512607353.269077
"22e00f8057294350ddf4d42a",678715611.129669
"f58528d3ddce3bc6c71bfce9",520369213.345542
"b46625b69fba1afc154471e0",747455681.231403
"5cc0700421954934cd8dc445",596205649.311734
"5c535b7d92e34c0fe4b66891",465837926.724277
"47b5804ba1a998c3e7544092",630051531.981457
"573ea1962372999346590c0f",983227781.808017
"55163359d7cd910861059389",672797219.034233
"df35908d6ae2847dfc73cf9f",1099803885.77209
"c4e8559ee733a551649a5dcf",582094112.745098
"9d6288cfead77d622f5f5b95",904648812.064144
"291ff191bb029742387a72a3",704636673.087541
"d41d07d1aa700278cb81ff30",665386108.177434
"a92ae34df90cbf8af7695ed0",526061405.96645
"fa3017d74586eb4c3b5b7db9",911462210.050529
"400a103762ad652e81c8d3c6",666787512.258049
"beb73d27906bea7a7d880791",983227781.808017
"c89167e42af0d42c88e8573a",619874685.515792
"6c8e27967ec63e6dec4bd6ac",672797219.034233
"8544bc14286a51e60ffee7b0",1099803885.77209
"8b36b7364e4a4c80a6e50bed",589525413.948842
"e93a9b257ecd815c860d0b82",514925250.980169
"95570bee1792641c7c12e4ef",613078440.890389
"445fa7f5e8e9d7f12e8991d4",516995272.80669
"dc544c90e6ee38346a6002bd",523564794.523968
"5ad6f4091b77715b7f74587c",659090622.935405
"4bf89c9e50c5417ed669c481",508613546.044766
"442c6bda79f63bae28674b1e",695577838.494253
"f92935374a7ef86314223c5b",402139763.625998
"03ad99f1799f2a20c8cc0a50",564569925.106724
"66a45b0aaf5f696d35f5cebb",683782555.670816
"0152ffa8757aaaf417e9f997",1589884823.91817
"fd0f6c0b5234ec1f6c7d1fd8",572666604.84276
"9df90c0644948ea5539939eb",517926137.276477
"a1320186028a726935bc1cc5",647127096.0531
"326a82671272d893ce699476",549436655.090016
"85956152686438c48c52e018",691653079.331719
"6123a0dd128e45216f832e3d",948973506.972553
"66bc6e56bcac9bfc4a7341d8",911462210.050529
"7dabee85f750266dce02399e",623320237.584876
"5d86b884df3627d93f206952",672797219.034233
"e7439820086f8d1cb13d7c9b",601500065.791667
"b13fce1462ed87e57ddec917",527234985.977764
"d1526bc5e5446680841a9cd7",663096506.508098
"a96cb9d988f5dc99bf5df4ea",663096506.508098
"760125efabf13246774a9f16",878740881.780583
"2e797c8302fb7ada13ef2d4c",697968883.036561
"3882da646752a82db088c614",583306106.685543
"8b716c3dca89b7caa7db1aad",436084689.751192
"5e931fda1e62fe41ff0f2ba2",499425017.511469
"170a69c11cf4f855ed015bed",532752233.069326
"939ce1536f15c0e6bf203dd4",812220712.882058
"d9028df78f9b14a720dbaa8c",812220712.882058
"550157aa4dae5fafc5d795b4",706777694.043128
"c26990b034ee83450a4517b1",586431514.565803
"22a43024821ad081e654c5be",729832646.124215
"55e307c88e2a943acd64a9a5",765023309.008616
"5102f4786cc032e24781c7ab",582958726.499329
"f53efb47de2bca5912ad7517",697190305.065789
"a40861d6573e4539ee3c23e5",667591818.371905
"6251cda3676ecbdb6555c526",668834457.718968
"58f02c785ee9a506e899b967",896098815.433324
"68cda50b602acb4efeb275a7",568613124.327922
"f5b9cbae30356fb3a1d005c6",926425138.925612
"c57e1c323ddeaa7475e5189e",671966039.325925
"84856812b63dfd9630fa49e7",970674655.109284
"40a53a3f3d49f7905966295f",643367972.189469
"63613a9290bcd9e1bcf2786c",826346219.485289
"a541b35c62878dc2c425235d",672797219.034233
"2112e589911b979db6e05a6c",1115193173.18938
"55ae7bc854658aa5fa49d368",640373350.074385
"bb2dedf6198be0f3ce2c4ffb",499425017.511469
"d353be29e7ed2c35b920f7c3",656087769.553063
"3dbb09358256bae5199e1318",717511025.462695
"b288c52e4d0fab9f579122a0",1089675232.21939
"0bc16b384acd3f8263e386de",652363066.875637
"0fa87864632b7bbbd161f879",683782555.670816
"7bd9cefba3f5dab498ef926c",1035453604.81573
